Institute Name,Branch name,OP.open,OP.close,OPPH.open,OPPH.close,SC.open,SC.close,SCPH.open,SCPH.close,ST.open,ST.close,STPH.open,STPH.close,OBC-A.open,OBC-A.close,OBC-A(PwD).open,OBC-A(PwD).close,OBC-B.open,OBC-B.close,OBC-B(PwD).open,OBC-B(PwD).close,TFW.open,TFW.close
Cooch Behar Government Engineering College,Civil Engineering,8820,15087,0,0,15525,24889,0,0,43664,53732,0,0,18859,25898,0,0,15791,17137,0,0,0,0
Cooch Behar Government Engineering College,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9228,10386
Cooch Behar Government Engineering College,Computer Science & Engineering/ Computer Science & Technology,4519,9657,43786,43786,15258,19150,0,0,40142,55759,0,0,10571,13228,0,0,9679,10411,0,0,0,0
Cooch Behar Government Engineering College,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303,5518
Cooch Behar Government Engineering College,Electrical Engineering,8375,13389,64949,64949,14675,24532,0,0,57622,71508,0,0,14674,18420,0,0,13716,14974,0,0,0,0
Cooch Behar Government Engineering College,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4380,8755
Cooch Behar Government Engineering College,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,6986,11824,0,0,15014,21859,0,0,63811,67400,0,0,14756,18185,0,0,12237,12809,0,0,0,0
Cooch Behar Government Engineering College,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7206,9506
Cooch Behar Government Engineering College,Mechanical Engineering,4723,15235,0,0,18631,25657,0,0,36602,69359,0,0,19747,24277,0,0,16200,16417,0,0,0,0
Cooch Behar Government Engineering College,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6908,10528
Ghani Khan Choudhury Institute Of Engineering and Technology,Electrical Engineering,6763,16585,0,0,21531,25822,0,0,72970,72970,0,0,22028,27563,0,0,17243,17850,0,0,0,0
Ghani Khan Choudhury Institute Of Engineering and Technology,Food Technology,11856,20277,26061,26061,29927,33064,0,0,78365,79759,0,0,24873,28942,0,0,22060,22251,0,0,0,0
Ghani Khan Choudhury Institute Of Engineering and Technology,Mechanical Engineering,9628,17872,0,0,26424,29003,0,0,56153,71754,0,0,18511,25058,0,0,18828,19103,0,0,0,0
Ghani Khan Choudhury Institute Of Engineering and Technology,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11017,12261
Goverment College Of Engineering And Leather Technology,Computer Science & Engineering/ Computer Science & Technology,1795,4609,64300,67438,8013,14566,0,0,30338,33843,0,0,7243,9677,0,0,5386,5612,0,0,0,0
Goverment College Of Engineering And Leather Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,3911
Goverment College Of Engineering And Leather Technology,Information Technology,4744,7287,0,0,14898,17861,0,0,32059,42514,0,0,0,0,0,0,0,0,0,0,0,0
Goverment College Of Engineering And Leather Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5204,6225
Goverment College Of Engineering And Leather Technology,Leather Technology,9402,16440,0,0,16609,24827,0,0,67354,67354,0,0,0,0,0,0,0,0,0,0,0,0
Goverment College Of Engineering And Leather Technology,Leather Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5935,6959
"Govt. College Of Engg. & Textile Technology, Berhampore",Computer Science & Engineering/ Computer Science & Technology,4307,8834,0,0,12109,19439,0,0,38660,45519,0,0,0,0,0,0,0,0,0,0,0,0
"Govt. College Of Engg. & Textile Technology, Berhampore",Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5075,5289
"Govt. College Of Engg. & Textile Technology, Berhampore",Electrical Engineering,4256,9582,0,0,12567,17712,0,0,48705,70862,0,0,0,0,0,0,0,0,0,0,0,0
"Govt. College Of Engg. & Textile Technology, Berhampore",Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7337,7997
"Govt. College Of Engg. & Textile Technology, Berhampore",Mechanical Engineering,7876,12223,71233,71233,18135,24592,0,0,39250,39268,0,0,0,0,0,0,0,0,0,0,0,0
"Govt. College Of Engg. & Textile Technology, Berhampore",Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8109,9501
"Govt. College Of Engg. & Textile Technology, Berhampore",Textile Technology,9785,15759,0,0,23724,29080,0,0,0,0,0,0,16465,17652,0,0,15841,18383,0,0,0,0
"Govt. College Of Engg. & Textile Technology, Berhampore",Textile Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10834,11986
"Govt. College Of Engineering & Textile Technology, Serampore",Apparel & Production Management,7736,19115,0,0,21376,30978,0,0,0,0,0,0,20860,28968,0,0,19578,20244,0,0,0,0
"Govt. College Of Engineering & Textile Technology, Serampore",Apparel & Production Management (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10906,11036
"Govt. College Of Engineering & Textile Technology, Serampore",Computer Science & Engineering/ Computer Science & Technology,3602,5987,0,0,9445,15425,0,0,37803,49971,0,0,7801,10843,0,0,6579,6844,0,0,0,0
"Govt. College Of Engineering & Textile Technology, Serampore",Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,3306
"Govt. College Of Engineering & Textile Technology, Serampore",Information Technology,5083,8236,0,0,17565,20364,0,0,50663,50868,0,0,11088,11236,0,0,8690,9044,0,0,0,0
"Govt. College Of Engineering & Textile Technology, Serampore",Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5228,6019
"Govt. College Of Engineering & Textile Technology, Serampore",Textile Technology,4136,10591,0,0,13035,26363,0,0,0,0,0,0,11064,15793,0,0,13291,13421,0,0,0,0
"Govt. College Of Engineering & Textile Technology, Serampore",Textile Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3113,5668
Govt. College Of Engineering and Ceramic Technology,Ceramic Enginering And Technology,3567,9223,67465,67465,14026,24554,0,0,78382,78890,0,0,0,0,0,0,0,0,0,0,0,0
Govt. College Of Engineering and Ceramic Technology,Ceramic Enginering And Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5509,6446
Govt. College Of Engineering and Ceramic Technology,Computer Science & Engineering/ Computer Science & Technology,1761,5241,56972,56972,7436,15422,0,0,24900,33680,0,0,0,0,0,0,0,0,0,0,0,0
Govt. College Of Engineering and Ceramic Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3672,4670
Govt. College Of Engineering and Ceramic Technology,Information Technology,5571,7690,0,0,15625,18456,0,0,34480,58437,0,0,0,0,0,0,0,0,0,0,0,0
Govt. College Of Engineering and Ceramic Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,5277
"Institute Of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,965,4676,18864,30995,5190,13759,0,0,9506,19732,0,0,5751,7043,0,0,5782,7777,0,0,0,0
"Institute Of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,2375
Jalpaiguri Goverment Engineering College,Civil Engineering,1576,8248,0,0,13138,18170,0,0,31276,39702,0,0,0,0,0,0,0,0,0,0,0,0
Jalpaiguri Goverment Engineering College,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,4923
Jalpaiguri Goverment Engineering College,Computer Science & Engineering/ Computer Science & Technology,1595,4015,57914,73134,8406,13780,0,0,36268,39840,0,0,0,0,0,0,0,0,0,0,0,0
Jalpaiguri Goverment Engineering College,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484,4089
Jalpaiguri Goverment Engineering College,Electrical Engineering,2563,6095,43446,43446,12448,16311,0,0,31393,37849,0,0,0,0,0,0,0,0,0,0,0,0
Jalpaiguri Goverment Engineering College,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793,4454
Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,2763,5890,54703,64209,12523,16028,0,0,35891,61089,0,0,0,0,0,0,0,0,0,0,0,0
Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733,4755
Jalpaiguri Goverment Engineering College,Information Technology,2789,6305,75268,75268,14191,17171,0,0,46560,50079,0,0,0,0,0,0,0,0,0,0,0,0
Jalpaiguri Goverment Engineering College,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,5626
Jalpaiguri Goverment Engineering College,Mechanical Engineering,3962,7192,0,0,13704,17489,0,0,32935,42317,0,0,0,0,0,0,0,0,0,0,0,0
Jalpaiguri Goverment Engineering College,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3607,5355
"Kalyani Goverment Engineering College,",Computer Science & Engineering/ Computer Science & Technology,430,1502,16856,26299,3570,7860,0,0,21946,26174,0,0,0,0,0,0,0,0,0,0,0,0
"Kalyani Goverment Engineering College,",Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1092
"Kalyani Goverment Engineering College,",Electrical Engineering,1519,2925,27206,48973,6086,12305,0,0,6350,30813,0,0,0,0,0,0,0,0,0,0,0,0
"Kalyani Goverment Engineering College,",Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2077
"Kalyani Goverment Engineering College,",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,732,2180,43987,55994,6975,9713,0,0,27369,32492,0,0,0,0,0,0,0,0,0,0,0,0
"Kalyani Goverment Engineering College,",Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,2115
"Kalyani Goverment Engineering College,",Information Technology,1588,2933,76986,76986,7960,12877,0,0,30479,41464,0,0,0,0,0,0,0,0,0,0,0,0
"Kalyani Goverment Engineering College,",Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,2623
"Kalyani Goverment Engineering College,",Mechanical Engineering,1546,3553,57457,66836,9215,13183,0,0,25417,30841,0,0,0,0,0,0,0,0,0,0,0,0
"Kalyani Goverment Engineering College,",Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,2729
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,6064,16894,0,0,18643,27822,0,0,69897,73316,0,0,18850,25303,0,0,17131,18354,0,0,0,0
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6498,11727
"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering/ Computer Science & Technology,4683,10018,35692,35692,10755,21988,0,0,30548,58324,0,0,10952,17242,0,0,10056,11211,0,0,0,0
"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6608,7201
"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,4141,15221,72303,72303,15701,24445,0,0,33988,43083,0,0,16732,27133,0,0,15359,15964,0,0,0,0
"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6413,11013
"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,10027,14164,71530,71530,18923,26164,0,0,45105,56271,0,0,18274,22938,0,0,14508,15312,0,0,0,0
"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713,11035
"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,7241,16813,0,0,20854,27548,0,0,33848,68335,0,0,17121,25629,0,0,16941,16958,0,0,0,0
"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7429,10622
Abacus Institute Of Engineering and Management,Civil Engineering,25406,79581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abacus Institute Of Engineering and Management,Computer Science & Engineering/ Computer Science & Technology,12520,79390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abacus Institute Of Engineering and Management,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19338,20066
Abacus Institute Of Engineering and Management,Electrical Engineering,33432,76926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abacus Institute Of Engineering and Management,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,27084,72155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy Of Technology,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,20470,59353,0,0,59840,59840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy Of Technology,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13053,17825
Academy Of Technology,Computer Science & Engineering/ Computer Science & Technology,3186,14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy Of Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335,8123
Academy Of Technology,Electrical Engineering,13265,37028,0,0,38953,38953,0,0,0,0,0,0,48188,48188,0,0,0,0,0,0,0,0
Academy Of Technology,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10756,14804
Academy Of Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,8933,24627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy Of Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8036,12812
Academy Of Technology,Information Technology,11590,21754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy Of Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7253,9206
Academy Of Technology,Mechanical Engineering,15354,80497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy Of Technology,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18211,19450
Adamas University,B.Pharm/Pharmaceutical Technology,7654,32866,78463,78463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamas University,Civil Engineering,9090,78676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamas University,Computer Science & Engineering/ Computer Science & Technology,8750,48749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamas University,Electrical Engineering,37554,58413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamas University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,36939,77868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamas University,Mechanical Engineering,50618,50618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,22953,79917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22612,29440
Asansol Engineering College,Civil Engineering,22619,75410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25685
Asansol Engineering College,Computer Science & Engineering/ Computer Science & Technology,7529,24357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,9803
Asansol Engineering College,Electrical Engineering,11937,80168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10661,26525
Asansol Engineering College,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,15199,60676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15899,20207
Asansol Engineering College,Information Technology,23807,46987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11184,15796
Asansol Engineering College,Mechanical Engineering,17983,67115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asansol Engineering College,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14865,29334
B.P. Poddar Institute Of Management and Technology,Computer Science & Engineering/ Computer Science & Technology,5582,15631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.P. Poddar Institute Of Management and Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6668,7985
B.P. Poddar Institute Of Management and Technology,Electrical Engineering,12842,39643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.P. Poddar Institute Of Management and Technology,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16395,17843
B.P. Poddar Institute Of Management and Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,6189,27310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.P. Poddar Institute Of Management and Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11290,15368
B.P. Poddar Institute Of Management and Technology,Information Technology,15651,23069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.P. Poddar Institute Of Management and Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666,11726
Bankura Unnayani Institute Of Engineering,Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,11054,75072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankura Unnayani Institute Of Engineering,Civil Engineering,11082,78652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankura Unnayani Institute Of Engineering,Computer Science & Engineering/ Computer Science & Technology,11491,79970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankura Unnayani Institute Of Engineering,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12664,19717
Bankura Unnayani Institute Of Engineering,Electrical Engineering,22420,70897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankura Unnayani Institute Of Engineering,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,22118,69224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankura Unnayani Institute Of Engineering,Information Technology,45654,78688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankura Unnayani Institute Of Engineering,Mechanical Engineering,33528,79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCDA College Of Pharmacy and Technology,B.Pharm/Pharmaceutical Technology,4343,31109,0,0,33340,50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCDA College Of Pharmacy and Technology,B.Pharm/Pharmaceutical Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,8385
Bengal College Of Engineering,Computer Science & Engineering/ Computer Science & Technology,12200,80264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17426,28665
Bengal College Of Engineering,Electrical Engineering,66920,74903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,12701,58028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Civil Engineering,21308,72181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Civil Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21264,33054
Bengal College Of Engineering and Technology,Computer Science & Engineering/ Computer Science & Technology,1844,78923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13579,27479
Bengal College Of Engineering and Technology,Electrical & Electronics Engineering,46938,75370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Electrical Engineering,50972,74431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Electrical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29479,33292
Bengal College Of Engineering and Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,31322,70159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21727,35076
Bengal College Of Engineering and Technology,Information Technology,34105,77403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13319,32965
Bengal College Of Engineering and Technology,Mechanical Engineering,18898,80577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Engineering and Technology,Mechanical Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28807,37090
Bengal College Of Pharmaceutical Science and Research,B.Pharm/Pharmaceutical Technology,9594,44108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal College Of Pharmaceutical Science and Research,B.Pharm/Pharmaceutical Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9505,11790
Bengal Institute Of Technology,Biotechnology,4105,60261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology,Biotechnology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26868,28937
Bengal Institute Of Technology,Computer Science & Engineering/ Computer Science & Technology,17427,53256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9992,17504
Bengal Institute Of Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,26019,73847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11789,21739
Bengal Institute Of Technology,Information Technology,11855,79659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology,Information Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17931,22011
Bengal Institute Of Technology and Management,Computer Science & Engineering/ Computer Science & Technology,13279,79756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology and Management,Computer Science & Engineering/Computer Science & Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22601,29206
Bengal Institute Of Technology and Management,Electrical Engineering,32341,53825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology and Management,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,33259,49473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology and Management,Information Technology,20565,53751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal Institute Of Technology and Management,Mechanical Engineering,29689,72282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengal School Of Technology,B.Pharm/Pharmaceutical Technology,12417,43343,0,0,52514,66343,0,0,0,0,0,0,0,0,0,0,43852,50863,0,0,0,0
Bengal School Of Technology,B.Pharm/Pharmaceutical Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7045,13524
Bharat Technology,B.Pharm/Pharmaceutical Technology,8348,55479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharat Technology,B.Pharm/Pharmaceutical Technology (Tfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10626,13853
